AK,2010,21.766666666666666
AK,2011,29.69333333333333
AK,2012,27.806666666666665
AK,2013,25.066666666666666
AK,2014,25.286666666666665
AL,2010,106.9
AL,2011,116.6
AL,2012,131.54
AL,2013,121.90666666666667
AL,2014,144.09333333333333
AR,2010,71.56
AR,2011,70.16000000000001
AR,2012,71.31333333333333
AR,2013,74.00666666666666
AR,2014,79.96000000000001
AZ,2010,158.3722222222222
AZ,2011,172.30555555555554
AZ,2012,157.0095238095238
AZ,2013,191.53333333333333
AZ,2014,168.13809523809525
CA,2010,544.275
CA,2011,579.7541666666667
CA,2012,594.2958333333333
CA,2013,611.6041666666666
CA,2014,635.0041666666667
CO,2010,127.00666666666666
CO,2011,141.28
CO,2012,138.32000000000002
CO,2013,114.31904761904761
CO,2014,136.79444444444445
CT,2010,64.75333333333333
CT,2011,66.84666666666666
CT,2012,72.11333333333333
CT,2013,61.21111111111111
CT,2014,68.27222222222223
DC,2010,22.27777777777778
DC,2011,16.577777777777776
DC,2012,17.408333333333335
DC,2013,20.344444444444445
DC,2014,18.91111111111111
DE,2010,28.641666666666666
DE,2011,28.125
DE,2012,23.308333333333334
DE,2013,24.791666666666668
DE,2014,33.324999999999996
FL,2010,418.46666666666664
FL,2011,375.8904761904762
FL,2012,436.23333333333335
FL,2013,449.1
FL,2014,512.2333333333333
GA,2010,152.24666666666664
GA,2011,132.13333333333333
GA,2012,177.92666666666668
GA,2013,183.34666666666666
GA,2014,160.38333333333333
HI,2010,24.69333333333333
HI,2011,32.31333333333334
HI,2012,32.586666666666666
HI,2013,26.44
HI,2014,27.16
IA,2010,73.63333333333334
IA,2011,64.36666666666666
IA,2012,77.08333333333333
IA,2013,81.10000000000001
IA,2014,84.33333333333333
ID,2010,42.75833333333333
ID,2011,48.44166666666666
ID,2012,54.85833333333333
ID,2013,57.69166666666666
ID,2014,54.775
IL,2010,165.2
IL,2011,194.86111111111111
IL,2012,202.5
IL,2013,218.52222222222224
IL,2014,225.27222222222224
IN,2010,111.41111111111111
IN,2011,141.12666666666667
IN,2012,130.68333333333334
IN,2013,132.04444444444445
IN,2014,136.9388888888889
KS,2010,63.23333333333333
KS,2011,67.84166666666667
KS,2012,65.52499999999999
KS,2013,64.73333333333333
KS,2014,74.51666666666667
KY,2010,121.19166666666666
KY,2011,100.08666666666666
KY,2012,115.99333333333334
KY,2013,118.31333333333333
KY,2014,127.88000000000001
LA,2010,82.58
LA,2011,81.88666666666667
LA,2012,91.89333333333335
LA,2013,106.46000000000001
LA,2014,108.71333333333334
MA,2010,102.23888888888888
MA,2011,120.74666666666667
MA,2012,108.30000000000001
MA,2013,104.17777777777778
MA,2014,116.86666666666666
MD,2010,94.43333333333334
MD,2011,96.64
MD,2012,93.81333333333333
MD,2013,94.40666666666667
MD,2014,100.38666666666667
ME,2010,44.81666666666666
ME,2011,45.96666666666667
ME,2012,43.5
ME,2013,44.275
ME,2014,46.925000000000004
MI,2010,194.5
MI,2011,200.58888888888887
MI,2012,195.38888888888889
MI,2013,201.10555555555555
MI,2014,205.86666666666667
MN,2010,91.30666666666666
MN,2011,111.39999999999999
MN,2012,107.52
MN,2013,111.98
MN,2014,109.11333333333333
MO,2010,110.38666666666667
MO,2011,107.40666666666667
MO,2012,119.61999999999999
MO,2013,123.92666666666668
MO,2014,129.65333333333334
MS,2010,64.01333333333334
MS,2011,74.39333333333335
MS,2012,66.33333333333333
MS,2013,71.85333333333332
MS,2014,75.98
MT,2010,37.986666666666665
MT,2011,38.513333333333335
MT,2012,43.913333333333334
MT,2013,46.86000000000001
MT,2014,44.88
NC,2010,190.67333333333332
NC,2011,210.30666666666667
NC,2012,221.9
NC,2013,235.61333333333332
NC,2014,202.75
ND,2010,28.293333333333337
ND,2011,30.966666666666665
ND,2012,32.306666666666665
ND,2013,33.96666666666667
ND,2014,21.88888888888889
NE,2010,43.699999999999996
NE,2011,34.28333333333333
NE,2012,46.9
NE,2013,49.86666666666667
NE,2014,45.05833333333334
NH,2010,30.3
NH,2011,44.90833333333333
NH,2012,35.86666666666667
NH,2013,43.21666666666667
NH,2014,52.86666666666667
NJ,2010,126.55000000000001
NJ,2011,135.24444444444444
NJ,2012,124.07777777777778
NJ,2013,136.95
NJ,2014,118.14761904761905
NM,2010,76.25555555555555
NM,2011,95.46111111111111
NM,2012,90.0611111111111
NM,2013,92.33888888888889
NM,2014,103.67222222222222
NV,2010,68.81333333333333
NV,2011,68.30666666666666
NV,2012,84.41333333333334
NV,2013,87.08
NV,2014,72.75
NY,2010,207.94761904761904
NY,2011,217.12380952380954
NY,2012,217.66666666666666
NY,2013,225.02857142857144
NY,2014,227.88095238095238
OH,2010,213.51666666666668
OH,2011,224.78333333333336
OH,2012,226.05555555555554
OH,2013,239.3777777777778
OH,2014,249.38888888888889
OK,2010,92.02777777777777
OK,2011,96.9388888888889
OK,2012,95.49047619047619
OK,2013,93.33809523809524
OK,2014,94.51904761904763
OR,2010,96.15
OR,2011,102.57777777777778
OR,2012,112.1
OR,2013,101.92777777777778
OR,2014,111.67777777777778
PA,2010,204.5
PA,2011,207.4888888888889
PA,2012,210.49444444444444
PA,2013,215.48333333333332
PA,2014,220.91111111111113
RI,2010,37.016666666666666
RI,2011,42.46666666666667
RI,2012,42.475
RI,2013,37.708333333333336
RI,2014,35.041666666666664
SC,2010,121.24
SC,2011,122.63333333333334
SC,2012,121.24666666666667
SC,2013,144.12
SC,2014,145.32666666666668
SD,2010,28.666666666666668
SD,2011,34.973333333333336
SD,2012,39.46
SD,2013,43.72
SD,2014,46.62
